Date,Index_Name,Sub_Index,PE,PB,Div_Yield
2026-03-02,NIFTY 100,Broad Market Indices,21.28,3.41,1.27
2026-03-04,NIFTY 100,Broad Market Indices,20.91,3.35,1.29
2026-03-05,NIFTY 100,Broad Market Indices,21.16,3.39,1.28
2026-03-06,NIFTY 100,Broad Market Indices,20.92,3.35,1.3
2026-03-09,NIFTY 100,Broad Market Indices,20.55,3.29,1.32
2026-03-10,NIFTY 100,Broad Market Indices,20.77,3.33,1.3
2026-03-11,NIFTY 100,Broad Market Indices,20.46,3.28,1.32
2026-03-12,NIFTY 100,Broad Market Indices,20.29,3.25,1.34
2026-03-13,NIFTY 100,Broad Market Indices,19.85,3.18,1.37
2026-03-16,NIFTY 100,Broad Market Indices,20.02,3.21,1.36
2026-03-17,NIFTY 100,Broad Market Indices,20.17,3.23,1.35
2026-03-18,NIFTY 100,Broad Market Indices,20.35,3.26,1.34
2026-03-19,NIFTY 100,Broad Market Indices,19.69,3.15,1.38
2026-03-20,NIFTY 100,Broad Market Indices,19.78,3.17,1.37
2026-03-23,NIFTY 100,Broad Market Indices,19.23,3.08,1.41
2026-03-24,NIFTY 100,Broad Market Indices,19.56,3.13,1.39
2026-03-25,NIFTY 100,Broad Market Indices,19.91,3.19,1.37
2026-03-27,NIFTY 100,Broad Market Indices,19.48,3.12,1.41
2026-03-30,NIFTY 100,Broad Market Indices,19.13,3.08,1.43
2026-04-01,NIFTY 100,Broad Market Indices,19.46,3.13,1.41
2026-04-02,NIFTY 100,Broad Market Indices,19.49,3.14,1.41
2026-04-06,NIFTY 100,Broad Market Indices,19.72,3.17,1.39
2026-04-07,NIFTY 100,Broad Market Indices,19.85,3.19,1.38
2026-04-08,NIFTY 100,Broad Market Indices,20.63,3.32,1.33
2026-04-09,NIFTY 100,Broad Market Indices,20.48,3.29,1.34
2026-04-10,NIFTY 100,Broad Market Indices,20.75,3.34,1.32
2026-04-13,NIFTY 100,Broad Market Indices,20.56,3.31,1.33
2026-04-15,NIFTY 100,Broad Market Indices,20.91,3.37,1.31
2026-04-16,NIFTY 100,Broad Market Indices,20.93,3.37,1.31
2026-04-17,NIFTY 100,Broad Market Indices,21.09,3.39,1.3
2026-04-20,NIFTY 100,Broad Market Indices,21.11,3.4,1.3
2026-04-21,NIFTY 100,Broad Market Indices,21.18,3.42,1.29
2026-04-22,NIFTY 100,Broad Market Indices,21.07,3.41,1.3
2026-04-23,NIFTY 100,Broad Market Indices,20.87,3.38,1.31
2026-04-24,NIFTY 100,Broad Market Indices,20.64,3.34,1.34
2026-04-27,NIFTY 100,Broad Market Indices,20.78,3.37,1.33
2026-04-28,NIFTY 100,Broad Market Indices,20.68,3.36,1.32
2026-04-29,NIFTY 100,Broad Market Indices,20.8,3.38,1.31
2026-04-30,NIFTY 100,Broad Market Indices,20.7,3.36,1.32
2026-03-02,NIFTY 200,Broad Market Indices,22.71,3.53,1.19
2026-03-04,NIFTY 200,Broad Market Indices,22.29,3.47,1.21
2026-03-05,NIFTY 200,Broad Market Indices,22.57,3.51,1.2
2026-03-06,NIFTY 200,Broad Market Indices,22.34,3.48,1.21
2026-03-09,NIFTY 200,Broad Market Indices,21.93,3.41,1.23
2026-03-10,NIFTY 200,Broad Market Indices,22.19,3.45,1.22
2026-03-11,NIFTY 200,Broad Market Indices,21.86,3.4,1.24
2026-03-12,NIFTY 200,Broad Market Indices,21.7,3.38,1.25
2026-03-13,NIFTY 200,Broad Market Indices,21.22,3.3,1.28
2026-03-16,NIFTY 200,Broad Market Indices,21.36,3.32,1.27
2026-03-17,NIFTY 200,Broad Market Indices,21.53,3.35,1.26
2026-03-18,NIFTY 200,Broad Market Indices,21.76,3.39,1.25
2026-03-19,NIFTY 200,Broad Market Indices,21.05,3.28,1.29
2026-03-20,NIFTY 200,Broad Market Indices,21.16,3.29,1.28
2026-03-23,NIFTY 200,Broad Market Indices,20.53,3.19,1.32
2026-03-24,NIFTY 200,Broad Market Indices,20.91,3.25,1.29
2026-03-25,NIFTY 200,Broad Market Indices,21.31,3.32,1.27
2026-03-27,NIFTY 200,Broad Market Indices,20.84,3.24,1.31
2026-03-30,NIFTY 200,Broad Market Indices,20.73,3.23,1.31
2026-04-01,NIFTY 200,Broad Market Indices,21.11,3.29,1.29
2026-04-02,NIFTY 200,Broad Market Indices,21.12,3.3,1.29
2026-04-06,NIFTY 200,Broad Market Indices,21.38,3.34,1.27
2026-04-07,NIFTY 200,Broad Market Indices,21.5,3.36,1.26
2026-04-08,NIFTY 200,Broad Market Indices,22.35,3.49,1.22
2026-04-09,NIFTY 200,Broad Market Indices,22.23,3.47,1.22
2026-04-10,NIFTY 200,Broad Market Indices,22.53,3.52,1.21
2026-04-13,NIFTY 200,Broad Market Indices,22.34,3.49,1.22
2026-04-15,NIFTY 200,Broad Market Indices,22.75,3.55,1.19
2026-04-16,NIFTY 200,Broad Market Indices,22.79,3.56,1.19
2026-04-17,NIFTY 200,Broad Market Indices,22.99,3.59,1.18
2026-04-20,NIFTY 200,Broad Market Indices,22.98,3.59,1.18
2026-04-21,NIFTY 200,Broad Market Indices,23.06,3.62,1.17
2026-04-22,NIFTY 200,Broad Market Indices,22.97,3.6,1.18
2026-04-23,NIFTY 200,Broad Market Indices,22.77,3.57,1.19
2026-04-24,NIFTY 200,Broad Market Indices,22.53,3.53,1.22
2026-04-27,NIFTY 200,Broad Market Indices,22.71,3.57,1.2
2026-04-28,NIFTY 200,Broad Market Indices,22.53,3.56,1.2
2026-04-29,NIFTY 200,Broad Market Indices,22.63,3.58,1.19
2026-04-30,NIFTY 200,Broad Market Indices,22.51,3.56,1.2
2026-03-02,NIFTY 50,Broad Market Indices,21.76,3.38,1.25
2026-03-04,NIFTY 50,Broad Market Indices,21.42,3.33,1.27
2026-03-05,NIFTY 50,Broad Market Indices,21.67,3.37,1.26
2026-03-06,NIFTY 50,Broad Market Indices,21.39,3.32,1.28
2026-03-09,NIFTY 50,Broad Market Indices,21.02,3.27,1.3
2026-03-10,NIFTY 50,Broad Market Indices,21.23,3.3,1.29
2026-03-11,NIFTY 50,Broad Market Indices,20.88,3.24,1.31
2026-03-12,NIFTY 50,Broad Market Indices,20.68,3.21,1.32
2026-03-13,NIFTY 50,Broad Market Indices,20.26,3.15,1.35
2026-03-16,NIFTY 50,Broad Market Indices,20.48,3.18,1.33
2026-03-17,NIFTY 50,Broad Market Indices,20.63,3.2,1.32
2026-03-18,NIFTY 50,Broad Market Indices,20.81,3.23,1.31
2026-03-19,NIFTY 50,Broad Market Indices,20.13,3.13,1.36
2026-03-20,NIFTY 50,Broad Market Indices,20.23,3.14,1.35
2026-03-23,NIFTY 50,Broad Market Indices,19.7,3.06,1.39
2026-03-24,NIFTY 50,Broad Market Indices,20.05,3.11,1.36
2026-03-25,NIFTY 50,Broad Market Indices,20.39,3.17,1.34
2026-03-27,NIFTY 50,Broad Market Indices,19.97,3.1,1.37
2026-03-30,NIFTY 50,Broad Market Indices,19.62,3.05,1.39
2026-04-01,NIFTY 50,Broad Market Indices,19.93,3.1,1.37
2026-04-02,NIFTY 50,Broad Market Indices,19.96,3.1,1.37
2026-04-06,NIFTY 50,Broad Market Indices,20.18,3.14,1.35
2026-04-07,NIFTY 50,Broad Market Indices,20.32,3.16,1.34
2026-04-08,NIFTY 50,Broad Market Indices,21.09,3.28,1.3
2026-04-09,NIFTY 50,Broad Market Indices,20.89,3.25,1.31
2026-04-10,NIFTY 50,Broad Market Indices,21.13,3.28,1.29
2026-04-13,NIFTY 50,Broad Market Indices,20.93,3.26,1.3
2026-04-15,NIFTY 50,Broad Market Indices,21.27,3.31,1.28
2026-04-16,NIFTY 50,Broad Market Indices,21.24,3.3,1.28
2026-04-17,NIFTY 50,Broad Market Indices,21.38,3.33,1.28
2026-04-20,NIFTY 50,Broad Market Indices,21.39,3.33,1.28
2026-04-21,NIFTY 50,Broad Market Indices,21.45,3.36,1.26
2026-04-22,NIFTY 50,Broad Market Indices,21.28,3.33,1.27
2026-04-23,NIFTY 50,Broad Market Indices,21.09,3.3,1.29
2026-04-24,NIFTY 50,Broad Market Indices,20.85,3.26,1.32
2026-04-27,NIFTY 50,Broad Market Indices,20.96,3.29,1.31
2026-04-28,NIFTY 50,Broad Market Indices,20.87,3.28,1.3
2026-04-29,NIFTY 50,Broad Market Indices,21.02,3.3,1.29
2026-04-30,NIFTY 50,Broad Market Indices,20.94,3.29,1.3
2026-03-02,NIFTY 500,Broad Market Indices,23.17,3.55,1.14
2026-03-04,NIFTY 500,Broad Market Indices,22.74,3.48,1.16
2026-03-05,NIFTY 500,Broad Market Indices,23.03,3.53,1.14
2026-03-06,NIFTY 500,Broad Market Indices,22.81,3.49,1.16
2026-03-09,NIFTY 500,Broad Market Indices,22.37,3.43,1.18
2026-03-10,NIFTY 500,Broad Market Indices,22.66,3.47,1.16
2026-03-11,NIFTY 500,Broad Market Indices,22.36,3.42,1.18
2026-03-12,NIFTY 500,Broad Market Indices,22.21,3.4,1.19
2026-03-13,NIFTY 500,Broad Market Indices,21.7,3.32,1.22
2026-03-16,NIFTY 500,Broad Market Indices,21.81,3.34,1.21
2026-03-17,NIFTY 500,Broad Market Indices,21.98,3.37,1.2
2026-03-18,NIFTY 500,Broad Market Indices,22.23,3.4,1.19
2026-03-19,NIFTY 500,Broad Market Indices,21.53,3.3,1.22
2026-03-20,NIFTY 500,Broad Market Indices,21.64,3.31,1.22
2026-03-23,NIFTY 500,Broad Market Indices,20.96,3.21,1.26
2026-03-24,NIFTY 500,Broad Market Indices,21.37,3.27,1.23
2026-03-25,NIFTY 500,Broad Market Indices,21.79,3.34,1.21
2026-03-27,NIFTY 500,Broad Market Indices,21.32,3.26,1.24
2026-03-30,NIFTY 500,Broad Market Indices,21.24,3.23,1.25
2026-04-01,NIFTY 500,Broad Market Indices,21.66,3.3,1.23
2026-04-02,NIFTY 500,Broad Market Indices,21.66,3.3,1.23
2026-04-06,NIFTY 500,Broad Market Indices,21.93,3.34,1.21
2026-04-07,NIFTY 500,Broad Market Indices,22.03,3.35,1.21
2026-04-08,NIFTY 500,Broad Market Indices,22.9,3.49,1.16
2026-04-09,NIFTY 500,Broad Market Indices,22.8,3.47,1.17
2026-04-10,NIFTY 500,Broad Market Indices,23.12,3.52,1.15
2026-04-13,NIFTY 500,Broad Market Indices,22.94,3.49,1.16
2026-04-15,NIFTY 500,Broad Market Indices,23.37,3.56,1.14
2026-04-16,NIFTY 500,Broad Market Indices,23.43,3.57,1.13
2026-04-17,NIFTY 500,Broad Market Indices,23.65,3.6,1.12
2026-04-20,NIFTY 500,Broad Market Indices,23.64,3.6,1.12
2026-04-21,NIFTY 500,Broad Market Indices,23.73,3.63,1.12
2026-04-22,NIFTY 500,Broad Market Indices,23.67,3.62,1.12
2026-04-23,NIFTY 500,Broad Market Indices,23.47,3.59,1.13
2026-04-24,NIFTY 500,Broad Market Indices,23.22,3.55,1.15
2026-04-27,NIFTY 500,Broad Market Indices,23.44,3.59,1.14
2026-04-28,NIFTY 500,Broad Market Indices,23.25,3.59,1.13
2026-04-29,NIFTY 500,Broad Market Indices,23.35,3.6,1.13
2026-04-30,NIFTY 500,Broad Market Indices,23.23,3.58,1.14
2026-03-02,NIFTY FPI 150,Broad Market Indices,23.63,3.74,1.21
2026-03-04,NIFTY FPI 150,Broad Market Indices,23.2,3.67,1.23
2026-03-05,NIFTY FPI 150,Broad Market Indices,23.53,3.72,1.22
2026-03-06,NIFTY FPI 150,Broad Market Indices,23.34,3.69,1.23
2026-03-09,NIFTY FPI 150,Broad Market Indices,22.96,3.63,1.25
2026-03-10,NIFTY FPI 150,Broad Market Indices,23.21,3.67,1.24
2026-03-11,NIFTY FPI 150,Broad Market Indices,22.87,3.62,1.25
2026-03-12,NIFTY FPI 150,Broad Market Indices,22.72,3.6,1.27
2026-03-13,NIFTY FPI 150,Broad Market Indices,22.23,3.52,1.3
2026-03-16,NIFTY FPI 150,Broad Market Indices,22.34,3.54,1.29
2026-03-17,NIFTY FPI 150,Broad Market Indices,22.5,3.56,1.28
2026-03-18,NIFTY FPI 150,Broad Market Indices,22.77,3.6,1.27
2026-03-19,NIFTY FPI 150,Broad Market Indices,22.05,3.49,1.3
2026-03-20,NIFTY FPI 150,Broad Market Indices,22.22,3.52,1.3
2026-03-23,NIFTY FPI 150,Broad Market Indices,21.59,3.42,1.33
2026-03-24,NIFTY FPI 150,Broad Market Indices,21.97,3.48,1.31
2026-03-25,NIFTY FPI 150,Broad Market Indices,22.36,3.54,1.28
2026-03-27,NIFTY FPI 150,Broad Market Indices,21.91,3.47,1.32
2026-03-30,NIFTY FPI 150,Broad Market Indices,21.55,3.38,1.33
2026-04-01,NIFTY FPI 150,Broad Market Indices,21.93,3.44,1.3
2026-04-02,NIFTY FPI 150,Broad Market Indices,21.94,3.44,1.3
2026-04-06,NIFTY FPI 150,Broad Market Indices,22.18,3.48,1.29
2026-04-07,NIFTY FPI 150,Broad Market Indices,22.32,3.5,1.28
2026-04-08,NIFTY FPI 150,Broad Market Indices,23.14,3.63,1.24
2026-04-09,NIFTY FPI 150,Broad Market Indices,23.04,3.62,1.24
2026-04-10,NIFTY FPI 150,Broad Market Indices,23.32,3.66,1.23
2026-04-13,NIFTY FPI 150,Broad Market Indices,23.1,3.63,1.24
2026-04-15,NIFTY FPI 150,Broad Market Indices,23.53,3.69,1.21
2026-04-16,NIFTY FPI 150,Broad Market Indices,23.57,3.7,1.21
2026-04-17,NIFTY FPI 150,Broad Market Indices,23.78,3.73,1.2
2026-04-20,NIFTY FPI 150,Broad Market Indices,23.78,3.73,1.2
2026-04-21,NIFTY FPI 150,Broad Market Indices,23.86,3.76,1.2
2026-04-22,NIFTY FPI 150,Broad Market Indices,23.76,3.74,1.2
2026-04-23,NIFTY FPI 150,Broad Market Indices,23.56,3.72,1.21
2026-04-24,NIFTY FPI 150,Broad Market Indices,23.28,3.67,1.24
2026-04-27,NIFTY FPI 150,Broad Market Indices,23.49,3.71,1.23
2026-04-28,NIFTY FPI 150,Broad Market Indices,23.35,3.71,1.21
2026-04-29,NIFTY FPI 150,Broad Market Indices,23.47,3.73,1.21
2026-04-30,NIFTY FPI 150,Broad Market Indices,23.38,3.71,1.22
2026-03-02,NIFTY LARGEMID250,Broad Market Indices,25.59,3.82,1.05
2026-03-04,NIFTY LARGEMID250,Broad Market Indices,25.09,3.75,1.07
2026-03-05,NIFTY LARGEMID250,Broad Market Indices,25.43,3.8,1.06
2026-03-06,NIFTY LARGEMID250,Broad Market Indices,25.2,3.76,1.07
2026-03-09,NIFTY LARGEMID250,Broad Market Indices,24.71,3.69,1.09
2026-03-10,NIFTY LARGEMID250,Broad Market Indices,25.05,3.74,1.08
2026-03-11,NIFTY LARGEMID250,Broad Market Indices,24.71,3.69,1.09
2026-03-12,NIFTY LARGEMID250,Broad Market Indices,24.58,3.67,1.1
2026-03-13,NIFTY LARGEMID250,Broad Market Indices,23.99,3.58,1.13
2026-03-16,NIFTY LARGEMID250,Broad Market Indices,24.04,3.59,1.12
2026-03-17,NIFTY LARGEMID250,Broad Market Indices,24.26,3.62,1.11
2026-03-18,NIFTY LARGEMID250,Broad Market Indices,24.59,3.67,1.1
2026-03-19,NIFTY LARGEMID250,Broad Market Indices,23.81,3.56,1.13
2026-03-20,NIFTY LARGEMID250,Broad Market Indices,23.94,3.58,1.13
2026-03-23,NIFTY LARGEMID250,Broad Market Indices,23.14,3.46,1.16
2026-03-24,NIFTY LARGEMID250,Broad Market Indices,23.63,3.53,1.13
2026-03-25,NIFTY LARGEMID250,Broad Market Indices,24.12,3.6,1.11
2026-03-27,NIFTY LARGEMID250,Broad Market Indices,23.59,3.52,1.14
2026-03-30,NIFTY LARGEMID250,Broad Market Indices,23.55,3.54,1.12
2026-04-01,NIFTY LARGEMID250,Broad Market Indices,24.02,3.61,1.1
2026-04-02,NIFTY LARGEMID250,Broad Market Indices,24.0,3.6,1.1
2026-04-06,NIFTY LARGEMID250,Broad Market Indices,24.31,3.65,1.09
2026-04-07,NIFTY LARGEMID250,Broad Market Indices,24.4,3.67,1.08
2026-04-08,NIFTY LARGEMID250,Broad Market Indices,25.37,3.81,1.04
2026-04-09,NIFTY LARGEMID250,Broad Market Indices,25.31,3.8,1.05
2026-04-10,NIFTY LARGEMID250,Broad Market Indices,25.68,3.86,1.03
2026-04-13,NIFTY LARGEMID250,Broad Market Indices,25.49,3.83,1.04
2026-04-15,NIFTY LARGEMID250,Broad Market Indices,25.99,3.9,1.02
2026-04-16,NIFTY LARGEMID250,Broad Market Indices,26.08,3.92,1.01
2026-04-17,NIFTY LARGEMID250,Broad Market Indices,26.34,3.96,1.0
2026-04-20,NIFTY LARGEMID250,Broad Market Indices,26.31,3.96,1.0
2026-04-21,NIFTY LARGEMID250,Broad Market Indices,26.39,3.98,1.0
2026-04-22,NIFTY LARGEMID250,Broad Market Indices,26.34,3.98,1.0
2026-04-23,NIFTY LARGEMID250,Broad Market Indices,26.15,3.95,1.01
2026-04-24,NIFTY LARGEMID250,Broad Market Indices,25.88,3.91,1.03
2026-04-27,NIFTY LARGEMID250,Broad Market Indices,26.15,3.96,1.01
2026-04-28,NIFTY LARGEMID250,Broad Market Indices,25.81,3.95,1.01
2026-04-29,NIFTY LARGEMID250,Broad Market Indices,25.88,3.96,1.0
2026-04-30,NIFTY LARGEMID250,Broad Market Indices,25.69,3.93,1.02
2026-03-02,NIFTY MICROCAP250,Broad Market Indices,24.52,2.66,0.84
2026-03-04,NIFTY MICROCAP250,Broad Market Indices,23.78,2.58,0.86
2026-03-05,NIFTY MICROCAP250,Broad Market Indices,24.03,2.61,0.85
2026-03-06,NIFTY MICROCAP250,Broad Market Indices,24.01,2.61,0.85
2026-03-09,NIFTY MICROCAP250,Broad Market Indices,23.37,2.54,0.87
2026-03-10,NIFTY MICROCAP250,Broad Market Indices,23.93,2.6,0.85
2026-03-11,NIFTY MICROCAP250,Broad Market Indices,23.9,2.6,0.85
2026-03-12,NIFTY MICROCAP250,Broad Market Indices,23.83,2.59,0.86
2026-03-13,NIFTY MICROCAP250,Broad Market Indices,23.13,2.51,0.88
2026-03-16,NIFTY MICROCAP250,Broad Market Indices,22.99,2.5,0.88
2026-03-17,NIFTY MICROCAP250,Broad Market Indices,23.22,2.52,0.87
2026-03-18,NIFTY MICROCAP250,Broad Market Indices,23.84,2.59,0.86
2026-03-19,NIFTY MICROCAP250,Broad Market Indices,23.17,2.52,0.88
2026-03-20,NIFTY MICROCAP250,Broad Market Indices,23.38,2.54,0.87
2026-03-23,NIFTY MICROCAP250,Broad Market Indices,22.3,2.42,0.92
2026-03-24,NIFTY MICROCAP250,Broad Market Indices,22.94,2.49,0.89
2026-03-25,NIFTY MICROCAP250,Broad Market Indices,23.48,2.55,0.87
2026-03-27,NIFTY MICROCAP250,Broad Market Indices,22.82,2.48,0.9
2026-03-30,NIFTY MICROCAP250,Broad Market Indices,22.85,2.69,0.91
2026-04-01,NIFTY MICROCAP250,Broad Market Indices,23.9,2.81,0.87
2026-04-02,NIFTY MICROCAP250,Broad Market Indices,24.06,2.83,0.86
2026-04-06,NIFTY MICROCAP250,Broad Market Indices,24.32,2.86,0.85
2026-04-07,NIFTY MICROCAP250,Broad Market Indices,24.4,2.87,0.85
2026-04-08,NIFTY MICROCAP250,Broad Market Indices,25.42,2.99,0.82
2026-04-09,NIFTY MICROCAP250,Broad Market Indices,25.4,2.99,0.82
2026-04-10,NIFTY MICROCAP250,Broad Market Indices,25.94,3.05,0.8
2026-04-13,NIFTY MICROCAP250,Broad Market Indices,25.93,3.05,0.8
2026-04-15,NIFTY MICROCAP250,Broad Market Indices,26.59,3.13,0.78
2026-04-16,NIFTY MICROCAP250,Broad Market Indices,26.9,3.16,0.77
2026-04-17,NIFTY MICROCAP250,Broad Market Indices,27.22,3.2,0.76
2026-04-20,NIFTY MICROCAP250,Broad Market Indices,27.09,3.18,0.77
2026-04-21,NIFTY MICROCAP250,Broad Market Indices,27.35,3.21,0.76
2026-04-22,NIFTY MICROCAP250,Broad Market Indices,27.71,3.25,0.76
2026-04-23,NIFTY MICROCAP250,Broad Market Indices,27.64,3.24,0.75
2026-04-24,NIFTY MICROCAP250,Broad Market Indices,27.27,3.2,0.76
2026-04-27,NIFTY MICROCAP250,Broad Market Indices,27.83,3.27,0.74
2026-04-28,NIFTY MICROCAP250,Broad Market Indices,27.57,3.27,0.69
2026-04-29,NIFTY MICROCAP250,Broad Market Indices,27.58,3.27,0.69
2026-04-30,NIFTY MICROCAP250,Broad Market Indices,27.45,3.26,0.69
2026-03-02,NIFTY MIDCAP 100,Broad Market Indices,32.37,4.23,0.83
2026-03-04,NIFTY MIDCAP 100,Broad Market Indices,31.67,4.14,0.85
2026-03-05,NIFTY MIDCAP 100,Broad Market Indices,32.16,4.2,0.83
2026-03-06,NIFTY MIDCAP 100,Broad Market Indices,31.93,4.17,0.84
2026-03-09,NIFTY MIDCAP 100,Broad Market Indices,31.31,4.09,0.86
2026-03-10,NIFTY MIDCAP 100,Broad Market Indices,31.81,4.16,0.84
2026-03-11,NIFTY MIDCAP 100,Broad Market Indices,31.42,4.11,0.86
2026-03-12,NIFTY MIDCAP 100,Broad Market Indices,31.3,4.09,0.86
2026-03-13,NIFTY MIDCAP 100,Broad Market Indices,30.47,3.98,0.88
2026-03-16,NIFTY MIDCAP 100,Broad Market Indices,30.39,3.97,0.88
2026-03-17,NIFTY MIDCAP 100,Broad Market Indices,30.7,4.01,0.87
2026-03-18,NIFTY MIDCAP 100,Broad Market Indices,31.32,4.09,0.86
2026-03-19,NIFTY MIDCAP 100,Broad Market Indices,30.32,3.96,0.89
2026-03-20,NIFTY MIDCAP 100,Broad Market Indices,30.52,3.99,0.88
2026-03-23,NIFTY MIDCAP 100,Broad Market Indices,29.33,3.83,0.89
2026-03-24,NIFTY MIDCAP 100,Broad Market Indices,30.09,3.93,0.86
2026-03-25,NIFTY MIDCAP 100,Broad Market Indices,30.79,4.02,0.85
2026-03-27,NIFTY MIDCAP 100,Broad Market Indices,30.1,3.93,0.87
2026-03-30,NIFTY MIDCAP 100,Broad Market Indices,32.55,4.16,0.78
2026-04-01,NIFTY MIDCAP 100,Broad Market Indices,33.27,4.25,0.76
2026-04-02,NIFTY MIDCAP 100,Broad Market Indices,33.18,4.24,0.76
2026-04-06,NIFTY MIDCAP 100,Broad Market Indices,33.69,4.3,0.75
2026-04-07,NIFTY MIDCAP 100,Broad Market Indices,33.75,4.31,0.75
2026-04-08,NIFTY MIDCAP 100,Broad Market Indices,35.11,4.48,0.72
2026-04-09,NIFTY MIDCAP 100,Broad Market Indices,35.23,4.5,0.72
2026-04-10,NIFTY MIDCAP 100,Broad Market Indices,35.76,4.57,0.71
2026-04-13,NIFTY MIDCAP 100,Broad Market Indices,35.56,4.54,0.71
2026-04-15,NIFTY MIDCAP 100,Broad Market Indices,36.34,4.64,0.7
2026-04-16,NIFTY MIDCAP 100,Broad Market Indices,36.57,4.67,0.69
2026-04-17,NIFTY MIDCAP 100,Broad Market Indices,37.03,4.73,0.69
2026-04-20,NIFTY MIDCAP 100,Broad Market Indices,36.87,4.72,0.69
2026-04-21,NIFTY MIDCAP 100,Broad Market Indices,36.97,4.74,0.68
2026-04-22,NIFTY MIDCAP 100,Broad Market Indices,37.03,4.75,0.68
2026-04-23,NIFTY MIDCAP 100,Broad Market Indices,36.82,4.73,0.68
2026-04-24,NIFTY MIDCAP 100,Broad Market Indices,36.49,4.69,0.69
2026-04-27,NIFTY MIDCAP 100,Broad Market Indices,37.02,4.75,0.69
2026-04-28,NIFTY MIDCAP 100,Broad Market Indices,35.82,4.77,0.69
2026-04-29,NIFTY MIDCAP 100,Broad Market Indices,35.8,4.77,0.68
2026-04-30,NIFTY MIDCAP 100,Broad Market Indices,35.44,4.72,0.69
2026-03-02,NIFTY MIDCAP 150,Broad Market Indices,32.01,4.34,0.84
2026-03-04,NIFTY MIDCAP 150,Broad Market Indices,31.31,4.25,0.86
2026-03-05,NIFTY MIDCAP 150,Broad Market Indices,31.79,4.31,0.84
2026-03-06,NIFTY MIDCAP 150,Broad Market Indices,31.57,4.28,0.85
2026-03-09,NIFTY MIDCAP 150,Broad Market Indices,30.91,4.2,0.87
2026-03-10,NIFTY MIDCAP 150,Broad Market Indices,31.41,4.26,0.85
2026-03-11,NIFTY MIDCAP 150,Broad Market Indices,31.05,4.21,0.87
2026-03-12,NIFTY MIDCAP 150,Broad Market Indices,30.97,4.2,0.87
2026-03-13,NIFTY MIDCAP 150,Broad Market Indices,30.14,4.09,0.89
2026-03-16,NIFTY MIDCAP 150,Broad Market Indices,30.03,4.08,0.89
2026-03-17,NIFTY MIDCAP 150,Broad Market Indices,30.34,4.12,0.88
2026-03-18,NIFTY MIDCAP 150,Broad Market Indices,30.91,4.2,0.87
2026-03-19,NIFTY MIDCAP 150,Broad Market Indices,29.96,4.07,0.9
2026-03-20,NIFTY MIDCAP 150,Broad Market Indices,30.13,4.09,0.89
2026-03-23,NIFTY MIDCAP 150,Broad Market Indices,28.97,3.93,0.9
2026-03-24,NIFTY MIDCAP 150,Broad Market Indices,29.69,4.03,0.88
2026-03-25,NIFTY MIDCAP 150,Broad Market Indices,30.39,4.12,0.86
2026-03-27,NIFTY MIDCAP 150,Broad Market Indices,29.73,4.03,0.88
2026-03-30,NIFTY MIDCAP 150,Broad Market Indices,30.61,4.16,0.81
2026-04-01,NIFTY MIDCAP 150,Broad Market Indices,31.3,4.25,0.79
2026-04-02,NIFTY MIDCAP 150,Broad Market Indices,31.2,4.24,0.8
2026-04-06,NIFTY MIDCAP 150,Broad Market Indices,31.65,4.3,0.79
2026-04-07,NIFTY MIDCAP 150,Broad Market Indices,31.68,4.3,0.79
2026-04-08,NIFTY MIDCAP 150,Broad Market Indices,32.94,4.47,0.76
2026-04-09,NIFTY MIDCAP 150,Broad Market Indices,33.03,4.49,0.75
2026-04-10,NIFTY MIDCAP 150,Broad Market Indices,33.55,4.56,0.74
2026-04-13,NIFTY MIDCAP 150,Broad Market Indices,33.36,4.53,0.75
2026-04-15,NIFTY MIDCAP 150,Broad Market Indices,34.1,4.63,0.73
2026-04-16,NIFTY MIDCAP 150,Broad Market Indices,34.31,4.66,0.72
2026-04-17,NIFTY MIDCAP 150,Broad Market Indices,34.71,4.72,0.71
2026-04-20,NIFTY MIDCAP 150,Broad Market Indices,34.61,4.71,0.71
2026-04-21,NIFTY MIDCAP 150,Broad Market Indices,34.73,4.74,0.71
2026-04-22,NIFTY MIDCAP 150,Broad Market Indices,34.75,4.75,0.71
2026-04-23,NIFTY MIDCAP 150,Broad Market Indices,34.57,4.73,0.71
2026-04-24,NIFTY MIDCAP 150,Broad Market Indices,34.24,4.68,0.72
2026-04-27,NIFTY MIDCAP 150,Broad Market Indices,34.74,4.75,0.72
2026-04-28,NIFTY MIDCAP 150,Broad Market Indices,33.81,4.75,0.72
2026-04-29,NIFTY MIDCAP 150,Broad Market Indices,33.8,4.75,0.71
2026-04-30,NIFTY MIDCAP 150,Broad Market Indices,33.45,4.71,0.72
2026-03-02,NIFTY MIDCAP 50,Broad Market Indices,31.85,4.4,0.82
2026-03-04,NIFTY MIDCAP 50,Broad Market Indices,31.23,4.31,0.84
2026-03-05,NIFTY MIDCAP 50,Broad Market Indices,31.7,4.38,0.83
2026-03-06,NIFTY MIDCAP 50,Broad Market Indices,31.43,4.34,0.84
2026-03-09,NIFTY MIDCAP 50,Broad Market Indices,30.86,4.26,0.85
2026-03-10,NIFTY MIDCAP 50,Broad Market Indices,31.36,4.33,0.84
2026-03-11,NIFTY MIDCAP 50,Broad Market Indices,30.83,4.26,0.86
2026-03-12,NIFTY MIDCAP 50,Broad Market Indices,30.7,4.24,0.86
